"Method","Uri","Action","Noun","OurCommand","Evidence"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/lastModifiedBy/serviceProvisioningErrors/$count","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionLastModifiedByServiceProvisioningErrorCount","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/lastModifiedBy/serviceProvisioningErrors/$count and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionLastModifiedByServiceProvisioningErrorCount' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTask","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTask' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTask","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param} and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTask' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResult","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResult' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResult","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param} and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResult' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubject","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubject' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject/mailboxSettings","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectMailboxSetting","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject/mailboxSettings and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectMailboxSetting' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectServiceProvisioningError","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectServiceProvisioningError' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors/$count","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectServiceProvisioningErrorCount","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors/$count and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultSubjectServiceProvisioningErrorCount' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/task","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultTask","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/{param}/task and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultTask' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/$count","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultCount","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/{param}/taskProcessingResults/$count and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskProcessingResultCount' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/$count","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskCount","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/{param}/tasks/$count and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionTaskCount' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/$count","suppress",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCount","no oracle row for GET /identityGovernance/lifecycleWorkflows/deletedItems/workflows/{param}/versions/$count and 'Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowVersionCount' unshipped"
"GET","/identityGovernance/lifecycleWorkflows/deletedItems/workflows/$count","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowCount","Get-MgIdentityGovernanceLifecycleWorkflowDeletedItemWorkflowCount"
"GET","/identityGovernance/lifecycleWorkflows/insights","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowInsight","Get-MgIdentityGovernanceLifecycleWorkflowInsight"
"GET","/identityGovernance/lifecycleWorkflows/settings","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowSetting","Get-MgIdentityGovernanceLifecycleWorkflowSetting"
"GET","/identityGovernance/lifecycleWorkflows/taskDefinitions","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowTaskDefinition","Get-MgIdentityGovernanceLifecycleWorkflowTaskDefinition"
"GET","/identityGovernance/lifecycleWorkflows/taskDefinitions/{param}","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowTaskDefinition","Get-MgIdentityGovernanceLifecycleWorkflowTaskDefinition"
"GET","/identityGovernance/lifecycleWorkflows/taskDefinitions/$count","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowTaskDefinitionCount","Get-MgIdentityGovernanceLifecycleWorkflowTaskDefinitionCount"
"GET","/identityGovernance/lifecycleWorkflows/workflows","keep",,"Get-MgIdentityGovernanceLifecycleWorkflow","Get-MgIdentityGovernanceLifecycleWorkflow"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}","keep",,"Get-MgIdentityGovernanceLifecycleWorkflow","Get-MgIdentityGovernanceLifecycleWorkflow"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/administrationScopeTargets","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowAdministrationScopeTarget","Get-MgIdentityGovernanceLifecycleWorkflowAdministrationScopeTarget"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/administrationScopeTargets/{param}","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowAdministrationScopeTarget","Get-MgIdentityGovernanceLifecycleWorkflowAdministrationScopeTarget"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/administrationScopeTargets/$count","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowAdministrationScopeTargetCount","Get-MgIdentityGovernanceLifecycleWorkflowAdministrationScopeTargetCount"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/createdBy","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowCreatedBy","Get-MgIdentityGovernanceLifecycleWorkflowCreatedBy"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/createdBy/mailboxSettings","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowCreatedByMailboxSetting","Get-MgIdentityGovernanceLifecycleWorkflowCreatedByMailboxSetting"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/createdBy/serviceProvisioningErrors","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowCreatedByServiceProvisioningError","Get-MgIdentityGovernanceLifecycleWorkflowCreatedByServiceProvisioningError"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/createdBy/serviceProvisioningErrors/$count","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowCreatedByServiceProvisioningErrorCount","Get-MgIdentityGovernanceLifecycleWorkflowCreatedByServiceProvisioningErrorCount"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/executionScope","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowExecutionScope","Get-MgIdentityGovernanceLifecycleWorkflowExecutionScope"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/executionScope/{param}","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowExecutionScope","Get-MgIdentityGovernanceLifecycleWorkflowExecutionScope"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/executionScope/$count","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowExecutionScopeCount","Get-MgIdentityGovernanceLifecycleWorkflowExecutionScopeCount"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/lastModifiedBy","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedBy","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedBy"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/lastModifiedBy/mailboxSettings","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByMailboxSetting","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByMailboxSetting"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/lastModifiedBy/serviceProvisioningErrors","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByServiceProvisioningError","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByServiceProvisioningError"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/lastModifiedBy/serviceProvisioningErrors/$count","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByServiceProvisioningErrorCount","Get-MgIdentityGovernanceLifecycleWorkflowLastModifiedByServiceProvisioningErrorCount"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/previewScope","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowPreviewScope","Get-MgIdentityGovernanceLifecycleWorkflowPreviewScope"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/previewScope/{param}","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowPreviewScope","Get-MgIdentityGovernanceLifecycleWorkflowPreviewScope"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/previewScope/$count","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowPreviewScopeCount","Get-MgIdentityGovernanceLifecycleWorkflowPreviewScopeCount"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRun","Get-MgIdentityGovernanceLifecycleWorkflowRun"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRun","Get-MgIdentityGovernanceLifecycleWorkflowRun"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/reprocessedRuns","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRun","Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRun"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/reprocessedRuns/{param}","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRun","Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRun"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/reprocessedRuns/$count","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRunCount","Get-MgIdentityGovernanceLifecycleWorkflowRunReprocessedRunCount"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResult"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}/subject","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubject","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubject"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}/subject/mailboxSettings","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectMailboxSetting","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectMailboxSetting"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectServiceProvisioningError","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectServiceProvisioningError"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}/subject/serviceProvisioningErrors/$count","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectServiceProvisioningErrorCount","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultSubjectServiceProvisioningErrorCount"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/{param}/task","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultTask","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultTask"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/taskProcessingResults/$count","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultCount","Get-MgIdentityGovernanceLifecycleWorkflowRunTaskProcessingResultCount"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/userProcessingResults","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult","Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/userProcessingResults/{param}","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult","Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResult"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/userProcessingResults/{param}/reprocessedRuns","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResultReprocessedRun","Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResultReprocessedRun"
"GET","/identityGovernance/lifecycleWorkflows/workflows/{param}/runs/{param}/userProcessingResults/{param}/reprocessedRuns/{param}","keep",,"Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResultReprocessedRun","Get-MgIdentityGovernanceLifecycleWorkflowRunUserProcessingResultReprocessedRun"
