OperationId,FirstModule,FirstPath,FirstMethod,SecondModule,SecondPath,SecondMethod
group.site.termStore.group.set.term_CreateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations,Post
group.site.termStore.group.set.term_GetRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Get
group.site.termStore.group.set.term_UpdateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Patch
group.site.termStore.group.set.term_DeleteRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id},Delete
group.site.termStore.group.set.term.relation_GetFromTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/fromTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/fromTerm,Get
group.site.termStore.group.set.term.relation_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/set,Get
group.site.termStore.group.set.term.relation_GetToTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/toTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id}/toTerm,Get
group.site.termStore.group.set.term.relation_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/$count,Get
group.site.termStore.group.set.term_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/set,Get
group.site.termStore.group.set.term_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/$count,Get
group.site.termStore.group.set_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/$count,Get
group.site.termStore.group_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/groups/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/$count,Get
group.site.termStore_ListSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets,Get
group.site.termStore_CreateSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets,Post
group.site.termStore_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id},Get
group.site.termStore_UpdateSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id},Patch
group.site.termStore_DeleteSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id},Delete
group.site.termStore.set_ListChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children,Get
group.site.termStore.set_CreateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children,Post
group.site.termStore.set_GetChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id},Get
group.site.termStore.set_UpdateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id},Patch
group.site.termStore.set_DeleteChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id},Delete
group.site.termStore.set.child_ListChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children,Get
group.site.termStore.set.child_CreateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children,Post
group.site.termStore.set.child_GetChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Get
group.site.termStore.set.child_UpdateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Patch
group.site.termStore.set.child_DeleteChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1},Delete
group.site.termStore.set.child_ListRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get
group.site.termStore.set.child_CreateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post
group.site.termStore.set.child_GetRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get
group.site.termStore.set.child_UpdateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch
group.site.termStore.set.child_DeleteRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete
group.site.termStore.set.child.relation_GetFromTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get
group.site.termStore.set.child.relation_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get
group.site.termStore.set.child.relation_GetToTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get
group.site.termStore.set.child.relation_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get
group.site.termStore.set.child_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get
group.site.termStore.set.child_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/$count,Get
group.site.termStore.set.child_ListRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations,Get
group.site.termStore.set.child_CreateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations,Post
group.site.termStore.set.child_GetRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Get
group.site.termStore.set.child_UpdateRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Patch
group.site.termStore.set.child_DeleteRelation,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id},Delete
group.site.termStore.set.child.relation_GetFromTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/fromTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/fromTerm,Get
group.site.termStore.set.child.relation_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/set,Get
group.site.termStore.set.child.relation_GetToTerm,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}/toTerm,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}/toTerm,Get
group.site.termStore.set.child.relation_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/$count,Get
group.site.termStore.set.child_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/set,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/set,Get
group.site.termStore.set.child_GetCount,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/$count,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/$count,Get
group.site.termStore.set_GetParentGroup,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup,Get
group.site.termStore.set_UpdateParentGroup,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup,Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup,Patch
group.site.termStore.set_DeleteParentGroup,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup,Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup,Delete
group.site.termStore.set.parentGroup_ListSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets,Get
group.site.termStore.set.parentGroup_CreateSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets,Post
group.site.termStore.set.parentGroup_GetSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1},Get
group.site.termStore.set.parentGroup_UpdateSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1},Patch
group.site.termStore.set.parentGroup_DeleteSet,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1},Delete
group.site.termStore.set.parentGroup.set_ListChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children,Get
group.site.termStore.set.parentGroup.set_CreateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children,Post
group.site.termStore.set.parentGroup.set_GetChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id},Get
group.site.termStore.set.parentGroup.set_UpdateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id},Patch,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id},Patch
group.site.termStore.set.parentGroup.set_DeleteChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id},Delete,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id},Delete
group.site.termStore.set.parentGroup.set.child_ListChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children,Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children,Get
group.site.termStore.set.parentGroup.set.child_CreateChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children,Post,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children,Post
group.site.termStore.set.parentGroup.set.child_GetChild,Sites,/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1},Get,Sites,/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1},Get
